accession,date,pango
MZ859641.1,2021-07-26,P.1
OM160526.1,2021-12-08,BA.1.1
OK246737.1,2021-05-05,B.1.1.7
OM126696.1,2021-12-16,AY.3
ON240782.1,2022-01-29,BA.1.1
ON446472.1,2021-12-13,AY.98.1
OM007552.1,2021-12-07,AY.103
OL933098.1,2021-12-05,AY.3
OK192470.1,2021-03-25,B.1.526
OD908747.1,2020-11-18,B.1.258.4
MZ217839.1,2021-04-28,B.1.1.7
OM041834.1,2021-12-12,AY.4
MZ226194.1,2021-04-30,B.1.1.7
OU012056.1,2021-02-15,B.1.1.7
OK245726.1,2021-02-12,B.1.243
OL794776.1,2021-11-29,AY.43
OU348038.1,2021-06-04,AY.122
OM155887.1,2021-12-22,BA.1.15
OW108699.1,2021-11-30,AY.5
ON486160.1,2021-07-08,AY.20
MW864763.1,2021-03-03,B.1.1.7
OM498436.1,2022-01-18,BA.1.1.18
OW099438.1,2021-12-15,AY.4
OU732426.1,2021-08-02,AY.4
OU422315.1,2021-02-18,B.1.1.7
OM668653.1,2022-01-29,BA.1.18
OV038553.1,2021-11-01,AY.43
OU421225.1,2021-03-04,B.1.1.7
OM226009.1,2021-12-28,BA.1.1
ON212883.1,2021-10-23,AY.100
OU802200.1,2021-02-08,B.1.1.7
OD904178.1,2020-11-26,B.1.1.1
OX085822.1,2021-12-30,AY.122
MZ454608.1,2021-05-05,B.1.1.7
OL791464.1,2021-11-08,AY.103
OL776348.1,2021-11-10,AY.44
OD937753.1,2021-01-12,B.1.177.6
MZ491949.1,2021-06-03,B.1.1.7
OL789245.1,2021-11-28,AY.25.1
OD960797.1,2021-01-28,B.1.1.7
OM488311.1,2022-01-18,BA.1.1.18
OL770945.1,2021-11-03,AY.47
OL733762.1,2021-11-13,AY.39
OD971967.1,2021-02-03,B.1.1.7
ON808953.1,2022-01-10,BA.1.1
MZ001305.1,2021-03-25,B.1.1.7
OC995792.1,2020-11-09,AD.2
OM521189.1,2022-01-20,BA.1.15
OL721320.1,2021-11-24,AY.103
MW668906.1,2021-02-02,B.1.2
OC998907.1,2020-11-11,B.1.177
OM563679.1,2022-01-21,BA.1.1
MZ006659.1,2021-04-01,B.1.1.7
ON582083.1,2021-11-01,AY.34.1.1
OK396409.1,2021-08-23,B.1.617.2
OU421734.1,2021-04-21,B.1.1.7
OX086200.1,2021-12-30,unclassifiable
MZ010515.1,2021-03-18,B.1.1.7
OM297431.1,2021-12-27,BA.1.1
OL928082.1,2021-11-09,AY.44
OL992072.1,2021-12-05,AY.46.1
OW110630.2,2021-12-28,BA.1
OM462277.1,2021-06-02,AY.44
OM327184.1,2021-12-27,BA.1.1
OM092183.1,2021-12-21,BA.1.15
OL753909.1,2021-11-02,AY.44
OD936009.1,2020-12-26,B.1.1.7
OU491005.1,2021-07-25,unclassifiable
OM488509.1,2022-01-19,BA.1.18
OB998052.1,2020-11-07,B.1.258.4
OW524719.1,2022-01-02,BA.1.17.2
MZ046503.1,2021-04-01,B.1.1.7
MW844211.1,2021-02-26,B.1.1.7
OM235837.1,2022-01-02,BA.1
OL773850.1,2021-11-29,AY.122
MZ282668.1,2021-04-29,B.1.526
OD944092.1,2021-01-09,B.1.1.7
MZ576163.1,2021-07-10,AY.3.1
OM017850.1,2021-12-17,AY.100
OM646511.1,2022-01-23,BA.1.17.2
OU857560.1,2021-09-08,AY.9.2
ON095849.1,2022-01-22,BA.1.1
MW882748.1,2020-12-28,B.1
OV088887.1,2021-10-21,AY.4.2.3
OD899696.1,2020-11-14,B.1.1.7
OL896259.1,2021-11-22,AY.100
MW793594.1,2021-03-02,B.1.429
OM098721.1,2021-12-19,AY.39
OK319469.1,2021-07-22,B.1.617.2
OD981459.1,2021-02-05,B.1.1.7
OU391675.1,2021-05-26,AY.4
MZ277935.1,2021-05-02,P.1
MZ371409.1,2021-05-17,B.1.1.7
OK463712.1,2021-09-22,B.1.617.2
OM036400.1,2021-12-14,AY.44
OV078007.1,2021-11-01,AY.122
OM293047.1,2021-12-30,BA.1
OB997022.1,2020-11-08,B.1.1.255
OM288150.1,2021-12-27,BA.1.1
OL923331.1,2021-11-14,AY.39
MW730959.1,2021-01-17,B.1.2
OV104544.1,2021-08-31,AY.122
MZ202004.1,2021-04-24,B.1.1.7
OW510822.1,2021-12-25,BA.1.1
MZ036958.1,2021-04-09,B.1.1
OD920855.1,2020-12-06,B.1.1.7
OB987743.1,2020-10-26,B.1.177
ON661390.1,2021-12-14,BA.2.12.1
OL860132.1,2021-11-19,AY.3
OW092646.1,2021-11-28,AY.43
OL748200.1,2021-11-15,AY.103
MW288274.1,2020-11-03,B.1.1.453
MZ538392.1,2021-06-11,B.1.1.7
OM048685.1,2021-12-01,AY.25
OM447125.1,2022-01-15,BA.1.1
OD921436.1,2020-12-31,B.1.177
OW412285.1,2021-08-15,AY.4
MZ320581.1,2021-05-20,B.1.1.7
OM542050.1,2021-12-05,AY.107
OL749642.1,2021-11-16,AY.3.3
MW904616.1,2021-03-12,B.1.1.7
OM513032.1,2022-01-19,BA.1.1.18
ON072912.1,2021-12-27,BA.1
OM335595.1,2021-12-30,BA.1.15
OM627606.1,2022-01-27,BA.1.1
OM200540.1,2021-12-27,AY.103
OM800080.1,2022-01-31,BA.1.1
OK039751.1,2021-08-05,AY.44
MZ002897.1,2021-03-29,B.1.526
OD955124.1,2021-01-25,B.1.1.7
OM087338.1,2021-12-21,AY.119
OL809469.1,2021-11-24,AY.113
MZ060397.1,2021-04-14,P.1
OV089117.1,2021-11-05,AY.4
OD898082.1,2020-11-12,B.1.1.279
OU976928.1,2021-10-11,unclassifiable
ON434570.1,2021-08-22,AY.43
MZ635911.1,2021-01-06,B.1.239
OL873874.1,2021-11-24,AY.103
OW103907.1,2021-11-19,AY.43
OM694578.1,2022-01-27,BA.1.1
ON169765.1,2022-01-28,BA.1.15
OM055081.1,2021-12-15,AY.25
MW906153.1,2021-03-15,B.1.1.7
OM648871.1,2021-12-27,AY.44
OM330290.1,2022-01-04,BA.1.15
OD960640.1,2021-01-26,B.1.1.7
OM772685.1,2022-01-21,BA.1.1
OD947080.1,2021-01-22,B.1.1.7
OV086003.1,2021-10-31,AY.4
OL743685.1,2021-11-12,AY.3
OM357768.1,2021-12-31,BA.1.1
OM061523.1,2021-12-07,AY.103
MZ083635.1,2021-04-01,B.1.1.7
OW467465.1,2021-10-03,AY.4.2
OB995660.1,2020-10-24,B.1.177.7
MZ473682.1,2021-02-23,B.1.1.519
OM225546.1,2021-12-28,AY.3
OX068877.1,2022-01-29,BA.1
MZ636281.1,2021-01-19,B.1.429
OU029994.1,2021-01-20,B.1.1.7
OM645798.1,2022-01-19,BA.1.1
OM585269.1,2022-01-22,BA.1.1
OU706499.1,2021-07-23,AY.43
MZ185017.1,2021-04-28,B.1.1.7
MZ718356.1,2021-03-15,B.1.1.7
OD923691.1,2020-12-28,B.1.177
MZ255145.1,2021-05-04,B.1.525
ON133308.1,2021-12-11,AY.47
OM258295.1,2021-12-20,BA.1.15
OM000566.1,2021-10-20,AY.44
OC997558.1,2020-11-02,B.1.1.311
OM539545.1,2022-01-10,BA.1.1.18
OL933662.1,2021-12-06,AY.25
OU491856.1,2021-07-18,AY.4
OM430442.1,2022-01-11,BA.1.1.18
MZ159042.1,2021-03-28,B.1.1.7
MW666263.1,2021-02-01,B.1.2
ON558603.1,2022-01-14,BA.1.1
OM147780.1,2021-07-14,AY.75
OM359860.1,2022-01-04,BA.1.1
OM563595.1,2022-01-21,BA.1.1
OM012740.1,2021-12-15,AY.103
OC996003.1,2020-11-09,B.1.177
OM084749.1,2021-12-26,BA.1.1
MZ367831.1,2021-05-03,B.1.429
MZ455710.1,2021-04-19,B.1.1.7
OU801834.1,2020-10-05,B.1.177.7
ON273643.1,2021-12-23,BA.1.17
OK245292.1,2021-07-13,B.1.617.2
OD963742.1,2021-01-28,B.1.1.7
OM323437.1,2021-12-15,AY.44
OM225555.1,2021-12-28,BA.1.17.2
OA985122.1,2020-09-22,B.1.1.301
OL750025.1,2021-11-16,AY.3
OM137778.1,2021-12-12,AY.26
ON186181.1,2021-04-16,B.1.429
ON580122.1,2021-09-12,AY.34.1.1
OD959558.1,2021-01-28,B.1.1.7
OL538263.1,2021-04-01,B.1.1.7
OM149126.1,2021-07-20,AY.103
OU388544.1,2021-02-23,B.1.1.7
MZ053692.1,2021-04-17,B.1.1.7
OD903443.1,2020-11-25,B.1.177.48
MW666999.1,2021-01-27,B.1.2
OL724451.1,2021-11-16,AY.39
OA972101.1,2020-09-07,B.1.160
OV317271.1,2021-07-29,AY.5
ON893379.1,2021-08-14,AY.100
MW991242.1,2021-03-31,B.1.1.7
OL740177.1,2021-10-06,AY.47
OW107907.1,2021-12-14,BA.1.17
OM529452.1,2022-01-23,BA.1.1
OM097191.1,2021-12-18,BA.1.15
ON065186.1,2021-09-07,AY.43
OU447280.1,2021-07-06,AY.4
OM013158.1,2021-12-16,AY.3
OB983592.1,2020-10-15,B.1.177
OM126004.1,2021-12-15,BA.1.1
OA999912.1,2020-09-16,B.1.177
OM840548.1,2021-02-05,B.1.1.222
MW932444.1,2021-03-28,B.1.1.7
MZ154516.1,2021-04-18,B.1.1.7
OM855318.1,2022-01-26,BA.1.1.18
OM408474.1,2022-01-07,BA.1.15
MW908280.1,2021-03-15,B.1.1.7
MZ060220.1,2021-04-09,B.1.1.7
MZ186842.1,2021-04-15,B.1.1.7
ON487397.1,2021-08-30,AY.20
MZ833438.1,2021-03-25,P.2
OM645636.1,2022-01-19,BA.1.1.18
OD945103.1,2021-01-17,B.1.177
OM584581.1,2022-01-20,BA.1.1
MZ414751.1,2021-04-20,B.1.1.7
OL778586.1,2021-11-09,AY.25
OL951175.1,2021-11-08,AY.39
OM694156.1,2022-01-27,BA.1.20
OL884123.1,2021-12-03,AY.39
OL705550.1,2021-10-26,AY.103
OW098996.1,2021-12-31,BA.1
ON446871.1,2021-12-06,AY.98.1
OL936413.1,2021-12-04,AY.44
OM539662.1,2022-01-12,BA.1.1
OM051417.1,2021-12-15,AY.3
OM076048.1,2021-12-14,AY.119
OD899719.1,2020-11-15,B.1.177
OU801561.1,2021-08-26,AY.4
MW906967.1,2021-03-19,B.1.1.7
ON096196.1,2022-01-20,BA.1
OM194397.1,2021-12-22,BA.1.15
OL759785.1,2021-11-11,AY.75
OW460363.1,2021-12-30,BA.1.12
OM419949.1,2022-01-10,BA.1.1.18
OM921624.1,2021-07-19,AY.75
OU013345.1,2021-02-18,B.1.1.7
OM644493.1,2022-01-29,BA.1
MZ499940.1,2021-01-20,B.1.1.432
ON230636.1,2022-01-25,BA.1.1
OM116373.1,2021-12-20,AY.44
OL992143.1,2021-12-05,AY.100
OM354714.1,2022-01-05,BA.1.1
OM319588.1,2021-11-29,AY.23
OM459029.1,2022-01-14,BA.1.1
OL932325.1,2021-11-20,AY.20
MZ349337.1,2021-04-02,B.1.1.7
OL805235.1,2021-11-26,AY.25
OB987042.1,2020-10-21,B.1.1.70
OD960969.1,2021-01-27,B.1.1.7
OL747345.1,2021-10-27,AY.44
OV312372.1,2021-10-07,AY.98
MZ006823.1,2021-03-30,B.1.1.7
OU810168.1,2021-05-26,B.1.1.7
OU802203.1,2021-08-31,AY.4
OK550396.1,2021-01-28,B.1.427
OK221097.1,2021-04-02,B.1.1.7
OL365708.1,2020-11-16,B.1.400
MW923937.1,2020-10-28,B.1.234
ON238362.1,2022-01-22,BA.1.1
MW736081.1,2021-01-04,B.1.2
OM832384.1,2022-01-04,BA.1.1
OU793618.1,2020-11-15,B.1.1.279
MZ186865.1,2021-04-16,B.1.1.7
OK436101.1,2021-02-11,B.1.1.519
OD898149.1,2020-11-14,B.1.1.196
MZ163559.1,2021-04-21,B.1.1.7
OD922172.1,2020-12-28,B.1.177
MZ306153.1,2021-05-07,B.1.1.7
OM060767.1,2021-12-06,AY.44
OM222319.1,2021-12-17,BA.1.1
OW477820.1,2022-01-03,BA.1
MZ376894.1,2021-01-12,B.1.2
MZ267301.1,2021-05-03,B.1.1.7
MZ013735.1,2021-03-30,B.1.1.7
MW870082.1,2021-03-11,B.1.1.519
MZ722565.1,2020-12-29,B.1.421
MZ259661.1,2021-03-02,B.1.1.7
MZ733935.1,2021-07-14,AY.35
OD986103.1,2021-02-12,B.1.1.7
OM356612.1,2021-12-28,BA.1.1
OD952008.1,2021-01-13,B.1.177
OL960828.1,2021-09-03,AY.110
OM995498.1,2022-02-01,BA.1.1
MW776824.1,2020-11-03,B.1.1.362
OM483822.1,2022-01-15,BA.1.1
MW702253.1,2020-12-19,B.1
OD932313.1,2021-01-04,B.1.1.7
OM699382.1,2022-01-30,BA.1.20
OD953989.1,2020-12-28,B.1.1.7
MZ590679.1,2021-06-30,Q.3
OV315589.1,2021-11-17,AY.4
OD974780.1,2021-01-26,B.1.1.7
OU013748.1,2021-02-18,B.1.1.7
OL748944.1,2021-11-16,AY.44
MW808684.1,2021-03-06,B.1.2
OM194868.1,2021-12-26,BA.1.15
OD964365.1,2021-01-29,B.1.1.7
OD935599.1,2021-01-04,B.1.177
OM098612.1,2021-12-19,BA.1.1
OM644905.1,2022-01-30,BA.1.1
OD899667.1,2020-11-14,B.1.1.196
OL934028.1,2021-12-08,AY.103
OL886535.1,2021-11-15,AY.103
OW111113.1,2021-02-05,B.1.177.77
OM159228.1,2021-12-17,BA.1
OD930182.1,2021-01-05,B.1.1.7
OM793406.1,2021-11-20,AY.107
MZ068679.1,2021-04-25,B.1.1.7
MZ100118.1,2021-04-13,B.1.1.7
MW306406.1,2020-10-05,B.1.1.239
OL787436.1,2021-11-16,AY.122
MZ195480.1,2021-04-25,B.1.1.7
MZ433000.1,2021-06-06,B.1.1.7
OM117371.1,2021-12-21,B.1.617.2
ON068636.1,2022-01-31,BA.1.1
OM137514.1,2021-12-12,AY.25.1
OD981349.1,2021-02-04,B.1.1.7
MW485287.1,2020-12-30,B.1.2
OD932310.1,2021-01-04,B.1.1.7
OU819388.1,2021-07-24,AY.43
OM506508.1,2022-01-06,BA.1.1
MZ060153.1,2021-04-07,B.1.1.7
OL917487.1,2021-11-29,AY.103
OU448229.1,2021-07-06,AY.4
OB995550.1,2020-11-02,AD.2
OD963057.1,2021-01-25,B.1.1.7
OU534190.1,2021-07-27,unclassifiable
OL708500.1,2021-11-10,AY.44
ON298006.1,2020-09-15,B.1.221
MZ074103.1,2021-04-14,Q.4
OD920849.1,2020-12-06,B.1.1.240
OM431419.1,2022-01-12,BA.1.1
MW864771.1,2021-02-28,B.1.1.7
MZ648114.1,2021-04-29,B.1.2
OM231743.1,2021-12-27,AY.44
OM446721.1,2022-01-14,BA.2
OL700622.1,2021-11-17,AY.103
OM496587.1,2022-01-14,BA.1.15
OM700233.1,2022-01-31,BA.1.1
OD972976.1,2021-02-04,B.1.1.7
OD902832.1,2020-11-28,B.1.177.17
MZ270863.1,2021-04-15,B.1.2
OL853208.1,2021-11-12,AY.119.2
MZ271699.1,2021-04-20,B.1.1.7
OW474112.1,2021-08-29,AY.4
OD954479.1,2021-01-22,B.1.1.7
OD947168.1,2021-01-22,B.1.177
OL950755.1,2021-11-08,AY.44
OU471887.1,2021-03-24,B.1.1.7
OM907184.1,2022-01-17,BA.1.1
OM266117.1,2021-12-27,AY.103
OM362082.1,2022-01-08,AY.103
ON575433.1,2021-08-03,P.1
OM038164.1,2021-12-08,BA.1.1
OW473595.1,2022-01-05,BA.1.17.2
OL750537.1,2021-11-17,AY.39
OV804750.1,2022-01-10,AY.43.9
OM111534.1,2021-12-03,AY.44
MZ321407.1,2021-05-11,B.1.526
ON226045.1,2021-12-27,BA.1.1.18
MW737635.1,2021-02-01,A.2.5
OL783625.1,2021-11-23,AY.119.2
OM225053.1,2021-12-26,BA.1.15
OD929486.1,2021-01-08,B.1.1.7
OV017206.1,2021-10-19,AY.4.2
MZ059858.1,2021-04-09,B.1.1.7
OX069118.1,2021-12-31,BA.1
MZ432070.1,2021-05-21,B.1.1.7
ON470699.1,2021-12-30,BA.1.1
MZ035042.1,2021-04-03,B.1.526
OK548250.1,2020-12-29,B.1.427
MW990500.1,2021-04-05,B.1.1.7
OK547635.1,2020-12-04,B.1
OD907561.1,2020-11-17,B.1.1.7
OM371933.1,2022-01-11,BA.1.1.18
OL985162.1,2021-12-07,AY.44
OM584391.1,2022-01-18,BA.1.1
MZ290655.1,2021-05-05,B.1.1.7
OM667352.1,2022-01-30,BA.1.1
MZ068505.1,2021-04-22,B.1.1.7
OM271458.1,2021-12-29,BA.1.1
OW516051.1,2021-10-10,AY.4
OU032376.1,2021-03-03,B.1.1.7
OW408850.1,2022-01-06,BA.1.17.2
MZ076725.1,2021-03-25,B.1.429
MW642253.1,2020-11-24,B.1.1.139
OD904430.1,2020-11-21,B.1.177
OM041229.1,2021-12-07,AY.103
OM224565.1,2021-12-23,BA.1.20
OM033310.1,2021-12-18,BA.1.15
OV312591.1,2021-11-26,AY.4
MZ245579.1,2020-12-18,B.1.234
MZ283801.1,2021-04-22,B.1.1.7
OM079865.1,2021-12-17,BA.1
OM687770.1,2021-12-08,AY.103
OV321681.1,2021-11-03,AY.122
OM563067.1,2022-01-03,BA.1.15
OD919145.1,2020-12-14,B.1.1.7
MZ213873.1,2021-04-13,B.1.1.7
MZ434531.1,2021-05-10,B.1.1.7
OL924448.1,2021-10-31,AY.100
OM006266.1,2021-12-14,AY.100
OU422656.1,2021-02-08,B.1.1.7
OM064004.1,2021-12-13,BA.1.1
OD923039.1,2020-12-26,B.1.1.7
MZ046852.1,2021-04-02,B.1.1.7
OD954602.1,2021-01-23,B.1.1.7
OU421590.1,2021-06-26,AY.4
OM097062.1,2021-12-18,BA.1.20
MZ414916.1,2021-05-07,B.1.1.7
ON474396.1,2021-12-15,AY.44
OL976912.1,2021-12-07,AY.119
OM144249.1,2021-11-04,AY.103
MZ341262.1,2021-05-12,B.1.526
MZ274474.1,2021-05-05,B.1.1.7
OU389578.1,2021-05-05,B.1.1.7
OM087020.1,2021-12-21,BA.1.1
OW516828.1,2021-08-23,AY.4
OB986276.1,2020-10-12,AD.2
OM244975.1,2021-05-19,AY.13
OU795610.1,2021-01-10,B.1.1.7
OD935286.1,2021-01-05,B.1.1.7
OD925492.1,2020-11-22,B.1.1.7
OB995753.1,2020-11-07,B.1.177.55
MW454719.1,2020-11-12,B.1.400
OM585319.1,2022-01-22,BA.1.1
OL923610.1,2021-11-15,AY.25
OM227625.1,2021-12-30,BA.1.1
MZ405161.1,2021-01-04,B.1.311
MZ538718.1,2021-06-01,B.1.1.7
OW475711.1,2022-01-02,BA.1.1
OD971008.1,2021-02-03,B.1.1.7
MZ412329.1,2021-06-04,P.1.17
MZ279565.1,2021-05-01,B.1.526
MZ819944.1,2020-12-04,B.1.396
OB986068.1,2020-10-19,B.1.177
OL885635.1,2021-11-13,AY.39
MW865240.1,2021-03-09,B.1.1.7
MW733686.1,2021-02-22,B.1.517
OA999569.1,2020-09-20,B.1.177.7
OA997780.1,2020-09-29,B.1.36.17
OL792054.1,2021-09-07,AY.44
OU475407.1,2021-03-30,B.1.1.7
OU795590.1,2021-01-12,B.1.1.7
OM739295.1,2020-12-07,B.1.229
OM354854.1,2022-01-06,BA.1.15
MW634509.1,2020-12-26,B.1.2
OM116569.1,2021-12-20,AY.118
MZ159194.1,2021-03-29,B.1.1.519
ON433642.1,2021-11-16,AY.98.1
OL902862.1,2021-12-04,AY.25.1
OU489950.1,2021-07-10,AY.4
OV316677.1,2021-11-16,AY.4.2.2
MZ233987.1,2021-05-06,C.37
MZ310509.1,2021-01-10,B.1.36
OM097531.1,2021-12-18,AY.3
OL906719.1,2021-12-06,AY.44
ON442897.1,2022-01-03,AY.46.6
OU475751.1,2021-05-28,B.1.1.7
OW106624.1,2021-12-31,BA.1.17.2
MZ635638.1,2021-01-11,B.1.2
OD977138.1,2021-01-21,B.1.177
OK022758.1,2021-07-28,B.1.1.7
OW512323.1,2022-01-20,BA.1
OL809100.1,2021-11-20,AY.103
OU792012.1,2021-08-30,AY.4
OW093162.2,2021-12-20,BA.1
OV314272.1,2021-11-21,AY.4.2
OL919411.1,2021-12-04,AY.39
OW099140.1,2021-11-15,AY.4.2
ON298871.1,2020-11-03,B.1.160
ON484257.1,2021-09-21,AY.3
OW514274.1,2022-01-05,BA.1.1
MZ025214.1,2021-04-04,B.1.526
MZ639512.1,2021-03-25,B.1.526
OB998375.1,2021-03-14,B.1.1.7
OM393797.1,2022-01-15,BA.1.1
OM086896.1,2021-12-21,AY.26
OU394272.1,2021-02-10,B.1.1.7
OM035819.1,2021-12-14,BA.1
OU534603.1,2021-07-27,AY.4
MZ037847.1,2021-04-03,B.1.1.7
OM005860.1,2021-12-09,AY.75
MZ102012.1,2021-04-22,B.1.526
OA991260.1,2020-10-06,B.1.177
MZ029910.1,2021-04-05,B.1.1.7
OM777248.1,2022-01-07,BA.1.1
OD917647.1,2020-12-15,B.1.1.7
MZ210859.1,2021-04-09,B.1.1.519
OL822625.1,2021-12-01,AY.100
MW642025.1,2021-02-11,B.1.1.7
MZ231653.1,2021-03-05,B.1.1.519
ON475242.1,2022-01-17,BA.1.1
MW905447.1,2021-03-22,B.1.1.7
OU492130.1,2021-07-23,AY.4
OL706276.1,2021-11-15,AY.25.1
OM995243.1,2022-01-30,BA.1.1.14
OD941179.1,2021-01-15,B.1.1.7
OM009835.1,2021-11-03,AY.3
OM685312.1,2022-01-20,BA.1.1
OM402542.1,2021-11-08,AY.103
OX078808.1,2022-01-26,BA.1.18
OW418223.1,2022-01-28,BA.1
OU390254.1,2021-05-04,B.1.1.7
OM774930.1,2022-01-31,BA.1.1
OV022877.2,2021-10-27,AY.4
OL365504.1,2020-10-17,B.1.2
OV008707.1,2021-09-27,AY.4.2
OM303406.1,2021-11-27,AY.44
MW958177.2,2021-02-22,B.1.2
OM189045.1,2021-12-15,AY.103
MZ006043.1,2021-04-04,B.1.1.7
OL859725.1,2021-11-19,AY.103
OD924229.1,2020-12-22,B.1.1.7
OA992358.1,2020-10-01,B.1.1.307
ON085412.1,2020-10-23,B.1.2
ON002917.1,2022-01-23,BA.1.1.18
OA991230.1,2020-10-06,B.1.177
OM464575.1,2022-01-16,BA.1.1
OM562646.1,2022-01-01,BA.1.1.18
OD934484.1,2021-01-07,B.1.1.7
OM566992.1,2022-01-20,BA.1.1
OC999320.1,2020-10-30,B.1.177.54
OD982945.1,2021-02-10,B.1.1.7
ON344124.1,2020-12-11,B.1.2
OU800080.1,2021-05-30,AY.120
MZ003806.1,2021-03-30,B.1.1
OD975133.1,2021-01-26,B.1.1.7
OM309203.1,2021-12-20,AY.25
MW693954.1,2021-02-10,B.1.2
OW473289.1,2021-12-29,unclassifiable
OB990534.1,2020-10-26,B.1.177
ON440594.1,2021-07-26,AY.43
OM095755.1,2021-12-04,AY.100
OL369163.1,2021-04-28,B.1.1.7
OM225517.1,2021-12-28,BA.1.17
OM364186.1,2021-12-30,BA.1.1
OV193989.1,2021-11-12,AY.4
OD987508.1,2021-02-03,B.1.1.7
OL473802.1,2021-01-05,B.1.1.434
OM636317.1,2021-08-04,AY.117
OK586350.1,2021-04-11,B.1.1.7
OM495175.1,2022-01-12,BA.1.15
MZ213859.1,2021-04-13,B.1.1.7
OM182430.1,2021-09-14,AY.39
OM446134.1,2022-01-13,BA.1.15
OM661606.1,2022-01-21,BA.1.1
OM330649.1,2022-01-04,BA.1.1
OD927344.1,2021-01-02,B.1.1.7
MW342069.1,2020-10-26,B.1.2
MW693913.1,2021-02-11,B.1.2
OM134095.1,2021-12-21,BA.1.15
OD959274.1,2021-01-22,B.1.1.7
MZ060837.1,2021-04-11,B.1.1.7
OD991432.1,2021-02-15,B.1.1.7
OL788934.1,2021-11-26,AY.47
OU803703.1,2021-01-19,B.1.1.7
OD946520.1,2021-01-12,B.1.177.18
OL726135.1,2021-11-03,AY.20
ON511992.1,2022-01-20,BA.1.1
OX088284.1,2022-01-28,BA.1.17.2
MZ245076.1,2021-05-11,B.1.1.7
OL351406.1,2021-10-19,B.1.617.2
OL808949.1,2021-11-18,AY.103
ON262369.1,2021-01-04,BA.1.15
OM691172.1,2021-11-01,AY.3
OD964864.1,2021-01-29,B.1.1.7
ON486761.1,2021-06-22,AY.100
MZ257212.1,2021-03-20,B.1.429
OM122786.1,2021-12-22,AY.103
MZ256026.1,2021-03-08,B.1.1.7
OL928270.1,2021-11-10,AY.103
OA993133.1,2020-09-27,AD.2
OM012076.1,2021-12-08,AY.4
MW031051.1,2020-09-14,B.1.2
MZ641501.1,2021-01-14,B.1.637
MZ213930.1,2021-04-13,B.1.1.7
OM127115.1,2021-12-16,AY.100
OW519248.1,2022-01-03,BA.1.17.2
OD995218.1,2021-02-14,B.1.1.7
MZ351751.1,2021-04-20,B.1.1.7
OM010728.1,2021-12-12,BA.1
OM184558.1,2021-12-27,BA.1.1
MZ236863.1,2021-04-29,B.1.1.7
MZ212587.1,2021-04-14,B.1.1.7
OL882494.1,2021-11-30,AY.119
OM624105.1,2022-01-22,BA.1.15
OD944365.1,2021-01-10,B.1.1.7
OD935292.1,2021-01-05,B.1.1.7
OM412245.1,2022-01-12,BA.1.1
OU392748.1,2021-05-22,B.1.1.7
OL751244.1,2021-11-18,AY.103
MZ391159.1,2020-12-16,B.1.2
MZ455284.1,2021-04-29,B.1.1.7
OB982538.1,2020-10-15,B.1.1.196
OX078616.1,2022-01-04,BA.1.17.2
MZ074146.1,2021-04-12,B.1.1.7
OU447282.1,2020-10-09,B.1.36.17
MZ145954.1,2021-04-26,B.1.526
OM358073.1,2022-01-02,BA.1.1
OW102953.2,2021-12-26,AY.4
OL976874.1,2021-12-12,AY.3.1
OD969278.1,2021-01-28,B.1.1.7
OU793131.1,2021-04-27,B.1.1.7
OD951786.1,2021-01-17,B.1.1.7
MZ376499.1,2021-05-25,B.1.1.7
OU806047.1,2021-09-04,AY.4
OM658695.1,2022-02-01,BA.1.1
OM135849.1,2021-09-24,AY.47
MZ257111.1,2021-05-13,B.1.526
OB986902.1,2020-10-21,AC.1
OM148189.1,2021-07-20,AY.47
OL802301.1,2021-11-30,AY.103
OM621708.1,2022-01-31,BA.1.1
OK217702.1,2021-04-19,B.1.1.7
OW477111.1,2022-01-28,BA.1
ON444887.1,2021-12-14,BA.1.13
OD908924.1,2020-11-22,B.1.177
OU534698.1,2021-07-19,AY.4
MZ290714.1,2021-05-05,B.1.429
OL821044.1,2021-12-02,AY.44
ON483602.1,2021-10-23,AY.20
OL902386.1,2021-09-01,AY.26
OD980960.1,2021-02-01,B.1.1.7
MW583347.1,2021-01-12,B.1.2
OD912009.1,2020-12-12,B.1.177
OD935075.1,2021-01-07,B.1.177
OM306820.1,2022-01-05,BA.1.15
MZ391009.1,2020-12-22,B.1.2
OL823488.1,2021-11-30,AY.3
OM676743.1,2022-01-26,BA.1.1
ON070775.1,2022-01-31,BA.1.1.18
ON487045.1,2021-08-20,AY.20
ON185981.1,2021-06-27,AY.44
OL728875.1,2021-11-20,AY.103
OU419775.1,2021-02-01,unclassifiable
OM420151.1,2022-01-07,BA.1.1
OD985234.1,2021-02-13,B.1.1.7
MZ020981.1,2021-04-04,B.1.1.7
OU957489.1,2021-09-30,AY.43
OM621989.1,2022-01-10,BA.1.18
MW966396.1,2021-03-14,B.1.2
OK290105.1,2021-05-19,B.1.1.7
OM016406.1,2021-12-13,BA.1.17.2
OL990671.1,2021-11-28,AY.4
MZ196025.1,2021-04-26,B.1.526
OW122661.1,2022-01-25,BA.1.1.1
OL887965.1,2021-11-19,AY.36
OD923931.1,2020-12-26,B.1.221
MW739795.1,2021-01-15,B.1.2
MZ074426.1,2021-04-01,B.1.1.7
MZ554327.1,2021-06-28,B.1.1.7
OM361121.1,2022-01-05,BA.1
OD921277.1,2020-11-18,B.1.177.54
